latitude,longitude
39.95119002,-75.16618672
39.99358797,-75.11353933
40.22407972,-74.79054212
40.72141915,-73.96399945
39.95726198,-75.20336139
39.99070132,-75.14816701
40.71221357,-74.00618629
40.70596074,-73.9971805
40.75297603,-74.00391036
40.77411146,-74.10306015
40.6655823,-73.82799793
34.19414015,-118.3668616
34.08162692,-118.3020427
34.09340185,-118.2839942
34.07677739,-118.2599827
34.10915458,-118.3308912
34.10054013,-118.3299285
34.05441447,-118.3071256
34.05479086,-118.2496428
34.07602285,-118.2624977
34.16924504,-118.6120526
34.23000011,-118.9956337
34.18524697,-119.2108425
34.43213963,-119.6871688
34.42863463,-119.6455814
34.42086732,-119.6900337
34.43841381,-119.7149462
34.42386599,-119.7124843
34.44135383,-119.8077109
34.41936096,-119.8582555
34.29473205,-119.3028074
34.22680085,-119.0514102
34.15721365,-118.3799438
34.1587501,-118.3664883
34.15182439,-118.345148
34.16140529,-118.2930645
34.17192654,-118.2990481
34.19119876,-118.3234604
34.18099667,-118.3518638
40.64828276,-73.77618424
40.65382852,-73.80024068
40.66905188,-73.80471504
40.67220564,-73.88938015
40.67742495,-73.90374865
40.6765243,-73.9219274
40.68113962,-73.9386748
40.68266302,-73.94374109
40.7239304,-74.18051505
40.68193009,-74.21427873
40.66175436,-74.24131364
40.63048479,-74.2533285
40.58420534,-74.26199487
40.57415592,-74.29923458
40.57853173,-74.35676268
40.46678046,-74.47304803
40.44896315,-74.50687522
40.37799397,-74.50348602
40.38243758,-74.5415428
40.34198404,-74.58200293
40.28000243,-74.66819814
40.24675243,-74.68712587
40.54576958,-74.33126869
40.56658427,-74.32435445
40.61459712,-74.26045417
40.74207298,-74.00607137
40.70796288,-73.99492647
40.70801436,-73.95379626
40.73531073,-73.9911246
39.94729262,-75.1597259
39.94239777,-75.14166057
40.75718821,-73.97695557
40.75688599,-73.97696275
40.7707175,-73.98289133
40.7770505,-73.98107314
40.66968919,-73.98109382
40.67011967,-73.97292869
39.96768885,-75.15478081
39.96729638,-75.16119275
40.71399584,-73.99520106
40.71614782,-73.9987299
40.72264783,-74.01014537
40.72884098,-74.0336675
40.73528269,-74.05774532
40.73565506,-74.0667361
40.73691001,-74.08048615
40.72039876,-74.08251359
40.72799083,-74.13141295
40.70223908,-74.18134008
40.67372759,-74.19925639
41.42593378,-81.86511509
41.5063782,-81.60914713
41.48296848,-81.68023377
40.77365558,-73.8651788
40.76004257,-73.89732106
40.72997913,-73.92999568
40.70990935,-73.96035674
40.76299375,-74.03580927
40.77911116,-74.08116775
40.75193172,-74.16250824
40.05324394,-75.00813477
40.32567887,-74.62860882
40.749987,-73.98921638
40.70015737,-73.81052196
40.74873063,-73.08210944
40.79393276,-72.92916384
40.97132337,-72.19550358
41.03714293,-72.08629272
41.06542138,-71.97993893
40.66764753,-74.22035057
40.75817071,-73.98541188
40.75600926,-73.98333688
40.42676956,-74.5134399
40.64839345,-74.23494383
40.74729576,-73.94499538
40.73561577,-73.95230296
40.7358495,-73.97414815
40.75858086,-73.98645711
40.73601215,-73.97885232
40.72758702,-73.97426757
40.73498725,-73.9618369
40.73196601,-74.00946784
40.71878666,-73.99137706
39.94943516,-75.19238022
39.95936093,-75.16626652
39.95833792,-75.16181095
39.95225243,-75.13525483
39.95648747,-75.19936409
39.9826828,-75.20621968
39.98571697,-75.16345764
40.04336835,-75.02817668
40.03158926,-75.01759246
40.09676004,-74.94027425
40.10478243,-74.86729951
40.19894467,-74.79289787
40.21946113,-74.83056538
40.21836066,-74.73627541
40.49743524,-74.44860599
40.54527834,-74.38188628
39.93846997,-75.14537689
39.95036248,-75.18137423
39.97265924,-75.18895023
40.01070751,-75.13996677
40.01931378,-75.06980044
40.21847638,-74.75147143
40.26241851,-74.705724
40.26178239,-74.72285954
40.59973768,-74.28275322
40.71611565,-73.9888831
39.94490162,-75.16068254
39.92692803,-75.14770149
39.95303605,-75.1687942
40.75485103,-73.99845452
39.95909637,-75.18988348
39.95790742,-75.1540237
39.94761288,-75.14212695
40.75293958,-73.99554494
40.75084644,-73.98975805
40.75360602,-73.99233001
39.95295618,-75.14585427
39.95537532,-75.17412795
40.75670648,-73.99531544
40.75204537,-73.98650559
40.7232131,-73.97959799
40.72189491,-73.9838333
40.7124197,-73.98898281
40.71654547,-73.97822057
40.72198392,-73.96554538
40.7553907,-73.98671156
40.7322387,-73.94469225
40.73275154,-73.95350927
40.74437501,-73.93247602
40.76283092,-73.91241325
40.85642342,-73.82984025
41.30865317,-72.27621326
41.83859863,-71.44142954
41.83196842,-71.42173981
41.81614157,-71.37207919
41.82321107,-71.39709699
41.68076689,-71.49991044
41.56769468,-71.50358626
41.326074,-72.24189283
41.21021469,-73.11302367
41.14681773,-73.29543333
41.14142021,-73.35248815
41.08236325,-73.44196768
40.68270755,-73.94617723
40.67227203,-73.95224675
40.73223277,-73.98562031
40.75121963,-73.9951114
40.76869752,-74.04306271
40.75548285,-74.04558168
40.75071376,-74.05522606
40.76271529,-74.0662278
40.75137533,-74.11085062
40.7567891,-74.14721221
40.74134575,-74.16207636
40.05456909,-74.99668533
40.01212122,-75.04629495
40.0285816,-75.04422959
39.95231241,-75.16335237
39.95028083,-75.15213112
40.38097606,-74.58689181
40.38776942,-74.53153409
40.67806716,-73.95117167
40.74986261,-73.99198967
40.72169431,-73.98735417
40.71219439,-73.96840498
42.35418125,-71.05159707
42.36566984,-71.36942988
42.40617385,-71.40404513
42.40774367,-71.32002503
42.37556689,-71.13316007
42.38710362,-71.10747728
42.48996224,-71.32847491
42.40066485,-71.12710607
42.43220492,-71.26725281
42.39005986,-71.45212799
42.37835005,-71.45671182
42.35028146,-71.06126593
40.87600179,-73.84162542
40.74537997,-73.98841381
40.70294746,-73.99533519
40.70268505,-73.99396896
40.73124458,-73.99799599
40.73822123,-74.0041084
40.73514354,-74.00606733
40.73743111,-74.00940123
40.73824043,-74.00211264
40.72089839,-74.00920774
40.71864799,-73.99924622
40.72587294,-73.99610385
40.67039898,-73.96235462
40.71734555,-74.00565303
40.71454211,-74.01045804
40.71839853,-74.01517966
40.69162142,-73.99670839
40.81399602,-73.95552959
40.81710694,-73.95903855
40.68002663,-73.95365562
40.72866657,-73.9489643
40.721136,-73.96205043
40.73472064,-73.99447417
40.73436599,-73.99253743
40.73563306,-73.98670321
40.71024336,-73.9608859
40.68926829,-73.96451979
40.73141363,-73.95433948
40.67675191,-73.96113699
40.75416147,-73.98512308
40.75256141,-73.99259833
40.73084187,-74.00435653
40.7299879,-74.00611632
40.73397532,-74.00520513
40.75512059,-73.99502176
40.64226379,-73.79252938
39.7132403,-104.9419035
39.75358483,-104.9662262
39.76102566,-104.9325182
39.74994207,-104.9918395
39.74838197,-104.9799299
39.72745464,-104.9011131
39.54428104,-106.1729902
39.75357399,-105.0129003
39.75814977,-104.9370962
39.73966758,-104.9655824
39.6358227,-105.9178531
39.72432464,-104.9653339
39.74998972,-104.9409517
39.73408025,-104.9369652
39.68542611,-104.9666931
39.74473316,-104.991532
39.73804414,-104.9873696
39.73165207,-104.9808623
39.75195,-104.9011142
39.84074271,-104.6801944
40.66675722,-73.76613052
40.65014049,-73.7765187
40.67659487,-73.84077686
40.7466416,-73.99586645
40.76310208,-73.99393637
40.71665169,-74.00112016
40.75196156,-73.99491455
40.75483751,-73.98907297
40.80087768,-73.96183162
40.67613741,-73.95717719
40.72871487,-73.99105382
40.7214987,-73.99444426
40.7238921,-73.99720736
40.72447195,-73.99934988
40.75715196,-73.99268126
40.74326683,-73.99218309
40.75516572,-73.98550578
40.72080367,-74.00392708
40.72012148,-73.99969706
40.72934514,-74.01089667
40.75113862,-73.99409549
40.75959485,-73.99523636
40.76005932,-73.98771709
40.73181254,-73.98936425
40.72816672,-73.98130889
40.7319558,-73.98168872
40.75678765,-73.98589164
40.74752065,-74.0057842
40.73419209,-73.99037832
40.67349367,-73.96464172
40.69107242,-73.95818015
40.69018321,-73.95772384
40.75833516,-73.98917951
40.72405273,-73.95016954
40.72557125,-73.95345918
40.72781541,-73.94997389
40.73041763,-73.94763184
40.7283668,-73.95011613
40.75799147,-73.98641464
40.75967118,-73.98489991
40.75714597,-73.98934674
40.71412708,-74.00634349
40.70701043,-74.01024908
40.70571496,-74.00818162
40.70714165,-74.01048525
40.70730179,-74.00995759
40.7072634,-74.01058832
40.6849104,-73.96142901
40.68734074,-73.96336576
40.75340574,-73.9893801
40.7555255,-73.99149599
40.75623452,-73.99034649
40.75560802,-73.989847
41.15897819,-73.24404587
41.15861361,-73.2427421
41.17661073,-73.18883372
41.19188105,-73.18625008
41.17809395,-73.16830078
41.19447368,-73.13622782
41.19468707,-73.12991177
41.19929935,-73.12116409
41.22141322,-73.08210846
41.24093892,-73.02224722
41.23565794,-73.02851859
41.23895828,-73.0190328
41.39781515,-73.06574866
41.27911341,-72.95106768
41.28304718,-72.95008695
41.76611277,-72.62355483
41.75994135,-72.63442572
41.76376987,-72.63240199
42.05237388,-72.14014742
42.42823351,-71.36542982
42.51849159,-71.34428635
42.36926061,-71.43533258
42.43032577,-71.37096775
42.47414209,-71.420339
42.44901448,-71.32458887
40.79317432,-73.82906699
40.72979658,-73.88321994
40.72812725,-73.8844991
40.74497497,-73.91017204
40.73326602,-73.92749804
40.73356308,-73.90175089
40.73269705,-73.89990698
40.72450348,-73.93528519
40.72314722,-73.940587
40.72285482,-73.94349434
40.70788592,-73.95701283
40.70873387,-73.95950532
40.68550057,-73.95767086
40.68566581,-73.96535561
40.68624058,-73.96529199
40.70167094,-73.96898907
40.69414693,-73.95576225
40.6955554,-73.9563308
40.7081068,-73.96060945
40.69901422,-73.95439954
40.75597221,-73.9936575
40.75603888,-73.98967073
40.75558873,-73.98834211
40.75793364,-73.98937168
40.75721805,-73.98782478
40.75936847,-73.98981046
40.68614421,-73.96032562
40.68802819,-73.95794377
40.68001812,-73.9538483
40.6842411,-73.96049713
40.68522465,-73.9590942
40.70029694,-73.99282242
40.70282823,-73.99010129
40.70191081,-73.98784632
40.70220244,-73.98079378
40.70185141,-73.98747574
40.70651952,-73.98888262
40.70291709,-73.98914529
40.68374064,-73.95545836
40.6804322,-73.95515745
40.73147683,-73.9628547
40.68110328,-73.95791441
40.75802992,-73.98945263
40.75808632,-73.98638525
40.75635728,-73.9901527
40.75724252,-73.98926233
40.7573039,-73.99022527
40.72637237,-74.00400886
40.72398873,-74.00129924
40.72651523,-74.00576828
40.72580574,-74.0086921
40.72564615,-74.00910628
40.72729947,-74.00998437
40.72489173,-74.0018894
40.72073727,-74.0025956
40.72155638,-74.00510565
40.72103269,-74.00214003
40.76154133,-73.99076813
40.75629113,-73.98879349
40.73792332,-73.99734062
40.7375947,-73.9971478
40.73723951,-73.99698667
40.73804369,-73.99245376
40.73614585,-73.99778503
40.73341082,-73.99931048
40.73305684,-74.0006241
40.73329631,-74.00070459
40.68034724,-73.9678771
40.68086358,-73.96810361
40.6819263,-73.96503852
40.68344204,-73.96666455
40.68748948,-73.94615956
40.68461437,-73.96717196
40.68415528,-73.96481986
40.68453591,-73.96401727
40.68471054,-73.96150787
40.71031564,-73.95667288
40.70904589,-73.95495102
40.71056136,-73.95788277
40.69658813,-73.99692724
40.69398653,-73.99852379
40.69833922,-73.99837356
40.69511768,-73.99750352
40.69398732,-73.99004929
40.69245197,-73.9982223
40.69098394,-74.0005446
40.68887824,-73.99769389
40.68776883,-73.99897427
40.68681123,-74.0007819
40.67452296,-74.00351294
40.66160898,-73.99915514
40.66316908,-73.99601146
40.66296073,-73.99547461
40.6396861,-74.02172361
40.63794279,-74.02171079
40.61046112,-74.03317544
40.6034558,-74.06742005
40.60115723,-74.06495963
40.61442797,-74.15209947
40.61467802,-74.1522811
40.61943071,-74.15220297
40.63305395,-74.18749646
40.65254537,-74.20291094
40.53513126,-74.33618757
40.52027696,-74.35845503
40.52132579,-74.3613579
40.44382146,-74.42119205
40.16904398,-74.65743923
40.04337375,-74.8095422
40.06831117,-74.77899644
